customer_id,first_name,last_name,email,phone,date_of_birth,gender,country,city,zip_code,registration_date,segment,age,age_group
CUST-B4FD8755,Noah,Thompson,user44@yahoo.com,+1-201-773-9889,1988-01-05,M,Australia,Perth,17104,2020-08-05 19:10:05,Churned,38,35-44
CUST-CAC38E7B,Patricia,Smith,user45@email.com,+1-845-723-4920,2002-05-15,F,Australia,Brisbane,82199,2019-02-12 11:38:31,Churned,23,18-24
CUST-3D1FA2E4,David,White,user46@gmail.com,+1-694-583-4993,1966-05-05,M,Japan,Sapporo,28958,2022-04-06 18:14:47,Mid Value,59,55+
CUST-4C6E8D44,Elijah,Walker,user47@yahoo.com,+1-875-601-3434,1964-10-01,M,Germany,Frankfurt,73483,2021-12-08 06:18:23,Low Value,61,55+
CUST-EDF36D65,Ava,Jackson,user48@email.com,+1-595-779-3492,1990-12-26,M,Japan,Tokyo,26547,2023-04-10 13:32:33,Churned,35,35-44
CUST-D787B6A2,Ava,Wilson,user49@gmail.com,+1-546-738-7512,1966-10-30,M,Australia,Brisbane,98389,2023-07-16 21:45:49,New Customer,59,55+
CUST-BCD01AEF,Robert,White,user50@yahoo.com,+1-300-878-2646,2002-08-27,M,Australia,Melbourne,49251,2019-03-31 22:27:49,High Value,23,18-24
CUST-45289C21,Noah,Allen,user51@email.com,+1-899-346-9153,1963-10-26,OTHER,Australia,Melbourne,40433,2022-12-03 17:49:47,Low Value,62,55+
CUST-AE7481FF,Barbara,White,user52@gmail.com,+1-906-356-8484,1977-05-17,F,India,Delhi,60422,2023-02-10 06:36:16,High Value,48,45-54
CUST-99F4FA49,Amelia,Johnson,user53@yahoo.com,+1-820-863-9138,1985-12-13,F,France,Lyon,89569,2021-12-30 14:57:16,Mid Value,40,35-44
CUST-4CCA21A0,William,Johnson,user54@email.com,+1-793-473-3153,2002-04-02,M,France,Marseille,52823,2022-07-14 22:09:22,Mid Value,23,18-24
CUST-CE5842EF,Barbara,Anderson,user55@gmail.com,+1-317-579-2233,1968-12-28,F,France,Lyon,98647,2024-09-26 07:22:23,New Customer,57,55+
CUST-C087AA9D,Emma,Brown,user56@yahoo.com,+1-891-339-8724,1966-02-22,M,Australia,Adelaide,83584,2021-10-16 01:55:14,Churned,60,55+
CUST-A7BA100F,Patricia,Brown,user57@email.com,+1-440-650-3222,1964-04-20,M,France,Toulouse,58629,2024-09-14 03:04:32,Churned,61,55+
CUST-B26176F0,Emma,Miller,user58@gmail.com,+1-654-555-4868,1999-12-20,F,Japan,Tokyo,99873,2022-02-15 06:28:46,Churned,26,25-34
CUST-631D7AA9,James,Johnson,user59@yahoo.com,+1-541-349-3063,1964-02-13,OTHER,Australia,Melbourne,18992,2023-09-18 20:43:40,Mid Value,62,55+
CUST-52E0D224,Jennifer,Brown,user60@email.com,+1-876-987-1422,1975-11-09,F,France,Paris,56955,2021-01-09 05:27:58,Churned,50,45-54
CUST-20B8B7C8,Patricia,Harris,user61@gmail.com,+1-715-326-1710,1961-01-27,OTHER,Australia,Brisbane,70036,2024-06-21 18:57:29,High Value,65,55+
CUST-D61B7E52,John,Wilson,user62@yahoo.com,+1-839-748-9984,1992-08-05,F,United States,Houston,88301,2023-07-07 09:11:06,Low Value,33,25-34
CUST-91BDACB3,William,Davis,user63@email.com,+1-623-447-8430,1994-05-27,M,India,Chennai,22463,2021-08-29 01:17:39,New Customer,31,25-34
CUST-52E1D11B,John,Young,user64@gmail.com,+1-261-700-6400,1977-05-06,M,Australia,Perth,56346,2024-08-29 03:23:05,New Customer,48,45-54
CUST-9593A31D,Emma,Brown,user65@yahoo.com,+1-980-385-4705,1979-07-29,M,United States,Phoenix,91490,2024-03-21 07:20:22,Churned,46,45-54
CUST-ED42B450,John,Walker,user66@email.com,+1-873-510-2140,2001-06-10,F,United States,New York,22026,2023-07-07 03:39:22,Mid Value,24,18-24
CUST-7245F9E2,Isabella,Johnson,user67@gmail.com,+1-890-183-5458,1988-07-26,M,Japan,Nagoya,73656,2024-03-01 02:52:04,New Customer,37,35-44
CUST-3851A984,Linda,Jackson,user68@yahoo.com,+1-813-156-1125,1978-08-03,F,Japan,Yokohama,37686,2020-03-02 08:58:06,Low Value,47,45-54
CUST-1762838A,Emma,Williams,user69@email.com,+1-606-982-1693,1982-04-30,M,Canada,Toronto,70260,2019-08-30 21:51:24,Low Value,43,35-44
CUST-6A46F2F7,Emma,Williams,user70@gmail.com,+1-647-964-2734,1999-01-07,F,Japan,Nagoya,87184,2022-05-29 03:42:08,Churned,27,25-34
CUST-DB3C1A83,Emma,Thomas,user71@yahoo.com,+1-944-938-3419,1986-12-06,F,United Kingdom,London,29194,2021-03-06 06:22:26,Mid Value,39,35-44
CUST-2C1FA799,Amelia,Walker,user72@email.com,+1-858-750-6295,2000-12-28,F,Germany,Munich,67640,2019-08-01 03:47:33,New Customer,25,25-34
CUST-4408470D,Robert,Williams,user73@gmail.com,+1-829-708-9307,2002-12-19,M,India,Chennai,86064,2023-09-19 04:49:26,High Value,23,18-24
CUST-A57201E5,Robert,Thompson,user74@yahoo.com,+1-861-276-1641,1998-11-25,F,India,Chennai,67595,2023-06-17 05:23:01,Churned,27,25-34
CUST-54659CA1,Patricia,Young,user75@email.com,+1-894-495-5655,1984-10-05,F,Germany,Frankfurt,29709,2021-11-01 17:16:31,High Value,41,35-44
CUST-4AA2B18A,Liam,Jones,user76@gmail.com,+1-886-819-9624,1983-10-21,M,Germany,Cologne,76648,2022-01-29 03:51:30,High Value,42,35-44
CUST-23F7321D,Patricia,Thompson,user77@yahoo.com,+1-989-652-9626,1981-01-06,M,Australia,Brisbane,91006,2020-02-12 03:43:29,Churned,45,45-54
CUST-2DCC276A,Linda,Harris,user78@email.com,+1-825-391-8355,1970-06-30,F,Japan,Sapporo,41348,2021-08-19 11:35:54,New Customer,55,55+
CUST-A97CC862,Michael,Allen,user79@gmail.com,+1-341-993-5096,1985-01-11,M,France,Toulouse,58655,2023-09-19 21:33:17,High Value,41,35-44
CUST-1278D1ED,Emma,Smith,user80@yahoo.com,+1-624-154-7495,1979-05-26,OTHER,United Kingdom,Birmingham,40903,2022-04-14 18:37:57,High Value,46,45-54
CUST-0EDAC24D,John,Martin,user81@email.com,+1-659-730-1086,1975-04-12,M,Australia,Sydney,43544,2020-11-01 00:22:58,Mid Value,50,45-54
CUST-C313A91D,Ava,Allen,user82@gmail.com,+1-748-116-9443,1967-07-26,OTHER,Japan,Osaka,28818,2021-06-23 22:48:48,New Customer,58,55+
CUST-592A85F8,Oliver,Young,user83@yahoo.com,+1-220-499-8702,2001-11-02,M,United States,Houston,58929,2021-02-27 01:32:03,High Value,24,18-24
CUST-5BACB508,Charlotte,Garcia,user84@email.com,+1-997-801-8612,1964-08-06,M,Australia,Melbourne,27675,2019-07-16 01:07:01,New Customer,61,55+
CUST-3CE546D7,Mary,Miller,user85@gmail.com,+1-492-465-1783,1979-12-20,F,United States,Chicago,26315,2022-02-17 09:29:54,New Customer,46,45-54
CUST-E6F77E8C,Olivia,Williams,user86@yahoo.com,+1-640-716-3956,1989-12-03,OTHER,Japan,Yokohama,52101,2019-11-15 18:15:17,High Value,36,35-44
CUST-496B50D5,Olivia,Wilson,user87@email.com,+1-854-910-1939,1980-02-13,M,Australia,Perth,57619,2023-05-14 02:27:59,Mid Value,46,45-54
CUST-DA723A5F,Mary,Allen,user88@gmail.com,+1-357-795-8371,1969-09-18,F,United States,Chicago,68188,2019-08-27 20:59:35,Churned,56,55+
CUST-554F028E,Patricia,Wilson,user89@yahoo.com,+1-993-366-8311,1996-01-11,F,Germany,Frankfurt,47431,2024-11-26 02:56:49,New Customer,30,25-34
CUST-212BFCFF,Amelia,Thomas,user90@email.com,+1-926-166-9882,1968-05-06,F,France,Marseille,30644,2024-12-15 12:07:55,Mid Value,57,55+
CUST-3FC37597,Sophia,Jones,user91@gmail.com,+1-826-188-2077,1994-08-15,F,Australia,Perth,72739,2023-06-22 06:42:33,New Customer,31,25-34
CUST-1FA7A5EC,Charlotte,Walker,user92@yahoo.com,+1-386-886-3114,1999-02-14,M,Japan,Sapporo,17263,2020-01-21 18:07:27,Churned,27,25-34
CUST-25B5FED4,Charlotte,Young,user93@email.com,+1-481-228-5961,1980-09-11,OTHER,Germany,Frankfurt,22245,2023-04-11 10:34:11,Mid Value,45,45-54
CUST-AB9D9D00,Charlotte,Walker,user94@gmail.com,+1-471-766-4453,1971-08-26,OTHER,Germany,Cologne,91016,2024-06-08 06:38:13,High Value,54,45-54
CUST-8A43C67B,Jennifer,Harris,user95@yahoo.com,+1-625-595-8609,2002-09-05,F,India,Bangalore,89516,2020-03-22 08:42:50,Low Value,23,18-24
CUST-F2585743,Patricia,Johnson,user96@email.com,+1-497-493-7850,1983-07-03,F,Australia,Melbourne,52917,2023-11-30 19:28:03,Low Value,42,35-44
CUST-78740F8F,Michael,Walker,user97@gmail.com,+1-561-149-1828,1970-11-04,F,France,Toulouse,88317,2024-07-25 17:09:51,New Customer,55,55+
CUST-01245600,Sophia,Miller,user98@yahoo.com,+1-571-666-5728,1996-07-09,M,Canada,Calgary,76093,2022-10-31 04:51:22,Churned,29,25-34
CUST-A1F6C5FC,Michael,Allen,user99@email.com,+1-721-511-9193,2002-05-30,M,Canada,Toronto,15100,2020-03-01 18:10:20,Low Value,23,18-24
CUST-798592FB,Barbara,Walker,user100@gmail.com,+1-544-619-9351,1995-05-05,OTHER,India,Chennai,83783,2021-07-20 10:00:17,New Customer,30,25-34
CUST-5164EDA9,David,Walker,user101@yahoo.com,+1-791-333-1841,1985-01-24,OTHER,United States,Houston,32349,2023-06-17 17:35:45,Churned,41,35-44
CUST-D39B3766,Michael,White,user102@email.com,+1-713-893-8726,1970-01-20,M,Japan,Osaka,77984,2020-10-06 04:31:05,Churned,56,55+
CUST-852E55CB,Charlotte,Wilson,user103@gmail.com,+1-824-595-4150,1992-07-20,F,Australia,Brisbane,83149,2021-07-16 09:42:39,Mid Value,33,25-34
CUST-BB778EB4,Elijah,Young,user104@yahoo.com,+1-588-504-6654,1979-09-01,F,Canada,Vancouver,15513,2021-06-12 15:16:20,High Value,46,45-54
CUST-AB3D4841,Elijah,Davis,user105@email.com,+1-448-151-9700,1990-02-07,F,Australia,Melbourne,16880,2019-11-08 07:18:04,New Customer,36,35-44
CUST-1C08E6EE,Ava,Miller,user106@gmail.com,+1-974-394-6262,1992-02-23,F,Australia,Sydney,21725,2024-07-19 14:55:07,Churned,34,25-34
CUST-BD0E6DE0,Noah,Martin,user107@yahoo.com,+1-390-866-5742,1996-06-01,M,France,Paris,49110,2023-10-31 14:18:22,Churned,29,25-34
CUST-4F87FD73,Patricia,Anderson,user108@email.com,+1-366-848-8518,1982-10-19,F,United Kingdom,Manchester,11846,2021-11-13 08:54:21,Low Value,43,35-44
CUST-9A66561F,Ava,Anderson,user109@gmail.com,+1-454-106-5272,1971-12-10,M,France,Lyon,68554,2021-04-09 12:32:22,Low Value,54,45-54
CUST-B0AB0146,Oliver,Taylor,user110@yahoo.com,+1-906-220-5833,1999-08-21,F,Canada,Ottawa,38947,2020-11-11 19:24:45,Mid Value,26,25-34
CUST-7F5BECCD,Linda,Allen,user111@email.com,+1-283-638-8319,1970-06-04,OTHER,India,Bangalore,20237,2023-10-19 19:28:08,High Value,55,55+
CUST-E382D7AB,Ava,Williams,user112@gmail.com,+1-722-556-1911,1997-04-07,M,United States,Los Angeles,77272,2022-07-14 16:18:04,New Customer,28,25-34
CUST-7CB6DB90,Emma,Williams,user113@yahoo.com,+1-754-161-2130,1998-01-09,M,United States,New York,47629,2022-06-24 07:19:42,Mid Value,28,25-34
CUST-FA6F6DE6,Amelia,Young,user114@email.com,+1-336-769-6697,2003-08-28,M,Germany,Munich,80419,2022-05-06 04:34:32,Churned,22,18-24
CUST-DCF7B663,William,Thomas,user115@gmail.com,+1-358-382-4088,1975-02-25,M,Germany,Berlin,96533,2022-07-26 12:50:41,Churned,51,45-54
CUST-3109B0B6,Linda,Young,user116@yahoo.com,+1-422-872-1924,1976-05-17,F,United States,Phoenix,47914,2020-12-28 12:20:53,Churned,49,45-54
CUST-9A542A34,Mary,Young,user117@email.com,+1-805-852-3869,1999-04-19,M,Australia,Adelaide,74962,2019-05-26 15:55:52,Low Value,26,25-34
CUST-5626C7D4,John,Harris,user118@gmail.com,+1-259-675-7761,1995-09-09,M,Japan,Sapporo,79467,2020-02-21 14:40:48,New Customer,30,25-34
CUST-3AED1B34,Amelia,Allen,user119@yahoo.com,+1-817-140-2192,1977-05-08,F,France,Nice,98008,2023-10-03 06:54:43,Mid Value,48,45-54
CUST-D5F0EF1F,Ava,Davis,user120@email.com,+1-912-718-4350,1974-03-19,M,India,Delhi,82362,2021-09-26 05:21:11,Low Value,51,45-54
CUST-854871F7,Liam,Miller,user121@gmail.com,+1-579-420-7781,1991-09-23,M,Japan,Sapporo,39002,2020-03-29 08:47:10,High Value,34,25-34
CUST-E96256D7,Charlotte,Anderson,user122@yahoo.com,+1-463-881-9005,1997-08-26,M,Canada,Calgary,32050,2021-12-30 04:09:31,Mid Value,28,25-34
CUST-7E8A00DF,Amelia,Johnson,user123@email.com,+1-982-106-7756,1997-03-11,F,Germany,Munich,18908,2020-04-14 05:35:12,High Value,28,25-34
CUST-70AEEA08,Olivia,Smith,user124@gmail.com,+1-217-642-5501,1994-06-01,OTHER,France,Marseille,12246,2023-04-10 07:56:28,New Customer,31,25-34
CUST-E83945C1,Noah,Harris,user125@yahoo.com,+1-778-349-4700,1967-04-13,F,Germany,Berlin,95686,2024-07-12 03:38:32,High Value,58,55+
CUST-6800276C,Elijah,Brown,user126@email.com,+1-740-143-4764,1987-07-31,F,United Kingdom,Glasgow,72324,2021-04-22 06:18:44,High Value,38,35-44
CUST-E90E5F9C,Noah,Williams,user127@gmail.com,+1-506-266-4939,1979-01-29,OTHER,United Kingdom,Leeds,98740,2023-08-07 11:15:23,Low Value,47,45-54
CUST-CB1B5131,Isabella,Allen,user128@yahoo.com,+1-809-506-6347,1969-07-10,M,Japan,Yokohama,69054,2023-03-05 06:02:42,Mid Value,56,55+
CUST-F6AA19CB,Robert,Wilson,user129@email.com,+1-357-489-3527,1997-08-19,M,Australia,Brisbane,57277,2019-11-28 01:00:45,High Value,28,25-34
CUST-7C116881,Robert,Thomas,user130@gmail.com,+1-767-195-6315,1980-12-23,M,United States,New York,48253,2022-07-09 15:54:54,New Customer,45,45-54
CUST-EF926247,Robert,Garcia,user131@yahoo.com,+1-645-382-7899,1998-01-28,F,United Kingdom,Leeds,20082,2022-01-26 23:25:31,Low Value,28,25-34
CUST-797206D6,Liam,Harris,user132@email.com,+1-542-540-3230,2002-07-14,F,France,Marseille,89064,2024-11-30 04:45:05,Mid Value,23,18-24
CUST-265BAFC5,David,Jackson,user133@gmail.com,+1-573-216-4273,1981-05-19,OTHER,India,Hyderabad,33583,2024-10-19 00:10:41,Churned,44,35-44
CUST-F3CD1DCA,John,Taylor,user134@yahoo.com,+1-447-358-3525,1991-05-31,M,United States,Houston,19694,2022-10-27 04:50:29,Churned,34,25-34
CUST-68EB8C5E,Sophia,Allen,user135@email.com,+1-853-187-2791,1999-08-15,F,India,Bangalore,31802,2024-07-03 03:48:18,Churned,26,25-34
CUST-FA6CF604,Oliver,Thompson,user136@gmail.com,+1-771-694-4621,1998-04-29,M,United States,Chicago,61266,2022-12-09 16:29:43,Churned,27,25-34
CUST-F74E1DB5,Liam,Harris,user137@yahoo.com,+1-411-633-8912,1983-06-23,F,Germany,Cologne,22795,2022-09-23 08:01:13,New Customer,42,35-44
CUST-4C1DAA2F,Linda,Thompson,user138@email.com,+1-378-665-3623,1964-07-27,F,Australia,Adelaide,65885,2022-12-06 13:15:18,Mid Value,61,55+
CUST-2A609396,Michael,Miller,user139@gmail.com,+1-485-870-2025,2002-11-08,OTHER,Japan,Tokyo,80371,2020-08-03 20:44:09,Low Value,23,18-24
CUST-74D8A999,Emma,Thomas,user140@yahoo.com,+1-668-732-3826,1973-05-30,F,Australia,Adelaide,87354,2019-09-21 07:33:53,Mid Value,52,45-54
CUST-31526996,Ava,Young,user141@email.com,+1-910-760-3838,1968-01-08,OTHER,Australia,Melbourne,74178,2021-06-16 09:04:55,Mid Value,58,55+
CUST-D9DF7368,Charlotte,Martin,user142@gmail.com,+1-618-801-9056,1981-05-28,M,Germany,Cologne,74054,2020-06-03 15:19:26,High Value,44,35-44
CUST-44827BC8,Patricia,Walker,user143@yahoo.com,+1-316-374-9898,1975-01-03,F,United States,Phoenix,15453,2022-10-03 06:40:39,Churned,51,45-54
CUST-1DC4F75D,William,Brown,user144@email.com,+1-994-931-4882,1988-12-06,F,France,Nice,55957,2024-03-11 00:25:04,New Customer,37,35-44
CUST-23305485,Barbara,Taylor,user145@gmail.com,+1-786-373-9428,2001-12-05,M,Germany,Munich,63948,2019-07-04 04:40:33,Low Value,24,18-24
CUST-3BDCA794,Olivia,Jackson,user146@yahoo.com,+1-662-177-2525,1969-01-11,M,Germany,Frankfurt,46467,2024-11-28 08:51:20,Low Value,57,55+
CUST-50CBB7A5,Robert,Young,user147@email.com,+1-607-323-8039,1993-03-18,F,India,Chennai,45197,2021-09-30 02:34:12,Low Value,32,25-34
CUST-9975A01C,William,Smith,user148@gmail.com,+1-327-978-3588,1997-03-30,M,Australia,Perth,10088,2022-08-22 03:01:40,Mid Value,28,25-34
CUST-2E4A45E2,Noah,Taylor,user149@yahoo.com,+1-943-816-4836,1980-07-16,M,Germany,Berlin,22475,2019-01-04 09:00:03,Mid Value,45,45-54
CUST-23A0BDF6,John,Martin,user150@email.com,+1-272-334-7276,1965-04-21,M,India,Mumbai,23526,2021-08-31 13:10:46,Low Value,60,55+
CUST-6DDAA199,Jennifer,Harris,user151@gmail.com,+1-559-839-4490,1969-05-01,F,Canada,Calgary,90750,2024-11-03 02:05:03,New Customer,56,55+
CUST-E21B56C3,Charlotte,Williams,user152@yahoo.com,+1-454-666-5668,1965-11-24,M,France,Marseille,36928,2023-05-28 14:10:23,Churned,60,55+
CUST-40EF7179,Oliver,Smith,user153@email.com,+1-569-424-3162,1986-08-29,M,France,Nice,65163,2022-02-09 07:07:41,Churned,39,35-44
CUST-FC01400C,Oliver,Taylor,user154@gmail.com,+1-843-829-9209,1992-01-20,M,Germany,Cologne,62727,2019-09-14 02:15:47,Churned,34,25-34
CUST-11EF259C,Charlotte,Williams,user155@yahoo.com,+1-517-815-8167,1978-11-18,F,Germany,Berlin,42044,2019-09-25 20:29:30,New Customer,47,45-54
CUST-90AA2020,Ava,Thomas,user156@email.com,+1-735-629-5247,1990-11-07,F,United Kingdom,Birmingham,26637,2021-04-15 00:31:57,High Value,35,35-44
CUST-C41B9175,Ava,Walker,user157@gmail.com,+1-370-476-3577,1982-10-18,F,United States,New York,85223,2024-09-25 10:03:45,High Value,43,35-44
CUST-0D005E2F,Mary,Young,user158@yahoo.com,+1-931-858-7870,1994-08-16,F,France,Marseille,42540,2022-07-17 06:20:28,Low Value,31,25-34
CUST-91A03806,William,Taylor,user159@email.com,+1-992-965-6090,1965-04-19,F,Canada,Toronto,82494,2022-11-20 01:27:48,High Value,60,55+
CUST-4CB35FFC,Sophia,Davis,user160@gmail.com,+1-354-106-7718,1973-08-27,M,Australia,Melbourne,80981,2021-12-12 07:13:23,High Value,52,45-54
CUST-C6B43F6F,John,Wilson,user161@yahoo.com,+1-295-144-4792,1960-02-06,OTHER,Australia,Perth,58823,2022-11-25 09:06:28,High Value,66,55+
CUST-2D196F34,Liam,Jackson,user162@email.com,+1-917-951-6345,1994-05-24,F,United Kingdom,Leeds,45645,2020-12-26 19:18:56,High Value,31,25-34
CUST-C922768F,Michael,Harris,user163@gmail.com,+1-515-574-5341,1969-04-06,M,France,Paris,30658,2024-11-01 11:57:25,Low Value,56,55+
CUST-D51358A4,Jennifer,Smith,user164@yahoo.com,+1-614-975-8408,1974-08-19,OTHER,United States,Phoenix,42748,2019-10-22 07:13:43,New Customer,51,45-54
CUST-10C336AF,Robert,Walker,user165@email.com,+1-800-365-2228,1969-07-06,M,United Kingdom,London,35919,2024-06-30 00:16:27,New Customer,56,55+
CUST-ED50729D,Noah,Martin,user166@gmail.com,+1-230-491-7990,1966-04-05,F,Germany,Hamburg,38143,2020-08-04 10:59:54,Low Value,59,55+
CUST-E0934680,David,Jackson,user167@yahoo.com,+1-340-529-4267,1990-05-08,OTHER,Canada,Montreal,92674,2023-08-17 01:58:48,High Value,35,35-44
CUST-7C595409,James,Wilson,user168@email.com,+1-259-928-8728,1984-06-08,OTHER,Japan,Yokohama,86544,2020-12-24 04:00:07,Mid Value,41,35-44
